Food	Serving Size	Calories	Fat	Saturated Fat	Cholesterol	Sodium	Carbs	Dietery Fiber	Sugar	Protein	Labels	Ingredients
#9 Halal Club Supreme Mayo (Regular)	Regular	261.19	29.01	4.4	15.55	179.15	0.72	0	0.69	0.28	egg, kosher	(Soybean oil, water, vinegar, egg yolks, eggs, contains 2% or less of sugar, salt, spice, lemon juice concentrate, citric acid, calcium disodium EDTA added to protect flavor) OR (Soybean oil, water, egg yolks, distilled vinegar, sugar, salt, lemon juice concentrate, calcium disodium EDTA (to protect quality), natural flavors, extractives of paprika)
Halal Sliced Buffalo Chicken Sub Mayo (Regular)	Regular	261.19	29.01	4.4	15.55	179.15	0.72	0	0.69	0.28	egg, kosher	(Soybean oil, water, vinegar, egg yolks, eggs, contains 2% or less of sugar, salt, spice, lemon juice concentrate, citric acid, calcium disodium EDTA added to protect flavor) OR (Soybean oil, water, egg yolks, distilled vinegar, sugar, salt, lemon juice concentrate, calcium disodium EDTA (to protect quality), natural flavors, extractives of paprika)
Chipotle Mayo (Regular)	Regular	289.43	31.73	4.93	24.09	359.42	1.68	0.09	1.25	0.47	egg	(Soybean oil, distilled vinegar, egg yolk, high fructose corn syrup, chipotle pepper, salt, contains less than 2% of water, reconstituted lime juice (water, lime juice concentrate), sugar, mustard bran, onion,* garlic,* mustard flour, garlic, spice, chili powder (chili pepper, spice, salt, garlic), natural smoke flavor, jalapeno pepper, bell pepper,* garlic juice concentrate, calcium disodium EDTA (to protect flavor), canola oil, natural flavor (contains celery). *Dried)
White Bread (Regular)	Regular	308.73	2.92	0.33	0	695.22	58.67	2.41	1.74	11.61	wheat	(Enriched flour (wheat flour, unbleached, unbromated, niacin, reduced iron, thiamin mononitrate, riboflavin, enzyme, folic acid), water, yeast, and 2% or less of salt, soybean/canola oil, cane sugar, ascorbic acid, enzymes) OR (Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, salt, soybean oil, sugar, dough conditioner (ascorbic acid, enzymes)) OR (Wheat flour enriched (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour), water, yeast, salt, soybean oil, sugar, vital wheat gluten, ascorbic acid, enzymes) OR (Flour (wheat flour, malted barley), water, yeast, contains less than 2% of each of the following: salt, sugar, soybean oil, wheat gluten, ascorbic acid, enzymes)
Wheat Bread (Regular)	Regular	307.45	3.05	0.42	0	677.07	58.98	4.74	2.88	11.87	wheat	(Enriched flour (wheat flour, unbleached, unbromated, niacin, reduced iron, thiamin mononitrate, riboflavin, enzyme, folic acid), water, whole wheat flour, yeast, cracked wheat, wheat bran, and 2% or less of salt, soybean/canola oil, cane sugar, honey, ascorbic acid, enzymes) OR (Enriched flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, whole wheat flour, yeast, cracked wheat, wheat bran, salt, sugar, soybean oil, wheat gluten, honey, dough conditioner (ascorbic acid, enzymes)) OR (Wheat flour enriched (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour), water, whole wheat flour, yeast, cracked wheat, wheat bran, salt, soybean oil, sugar, vital wheat gluten, honey, ascorbic acid, enzymes) OR (Flour (wheat flour, malted barley), water, whole wheat flour, yeast, cracked wheat, wheat bran, contains less than 2% of each of the following: salt, sugar, soybean oil, wheat gluten, honey, ascorbic acid, enzymes)
Mike's Hot Italian Lettuce (Regular)	Regular	7.94	0.08	0.02	0	5.68	1.68	0.64	1.06	0.52		
Chicken Salad Sub Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#2 Jersey Shore's Favorite Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#3 Ham and Provolone Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#14 The Veggie Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#5 The Super Sub Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#7 Turkey and Provolone Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#10 Tuna Fish Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#6  Roast Beef and Provolone Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#13 The Original Italian Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#8 Club Sub Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#9 Club Supreme Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#1 BLT Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#4 The Number Four Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#11 Stickball Special Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#12 Cancro Special Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
Chipotle Turkey Sub Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
Pepperoni & Cheese Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
Salami and Cheese Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
California Club Sub Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
Turkey Club Sub Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
Mike's Hot Italian Lettuce (Regular)	Regular	7.94	0.08	0.02	0	5.68	1.68	0.64	1.06	0.52		
#26 Bacon Ranch Chicken Cheese Steak Lettuce (Regular)	Regular	7.94	0.08	0.02	0	5.68	1.68	0.64	1.06	0.52		
#31 California Chicken Cheese Steak Lettuce (Regular)	Regular	7.94	0.08	0.02	0	5.68	1.68	0.64	1.06	0.52		
#44 Buffalo Chicken Cheese Steak Lettuce (Regular)	Regular	7.94	0.08	0.02	0	5.68	1.68	0.64	1.06	0.52		
#44 Halal Buffalo Chicken Cheese Steak Lettuce (Regular)	Regular	7.94	0.08	0.02	0	5.68	1.68	0.64	1.06	0.52		
#31 Halal Chicken California Lettuce (Regular)	Regular	7.94	0.08	0.02	0	5.68	1.68	0.64	1.06	0.52		
#54 Big Kahuna Hot Veggie Lettuce (Regular)	Regular	7.94	0.08	0.02	0	5.68	1.68	0.64	1.06	0.52		
#6 Halal Roast Beef and Provolone Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#7 Halal Turkey Breast and Provolone Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
#9 Halal Club Supreme Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
Halal Sliced Buffalo Chicken Sub Lettuce (Regular)	Regular	11.91	0.12	0.03	0	8.52	2.52	0.96	1.59	0.78		
Tomatoes (Regular)	Regular	10.41	0.12	0.03	0	2.88	2.25	0.69	1.53	0.51		
Mike's Hot Italian Hot Chopped Pepper Relish (Regular)	Regular	8.22	0.02	0	0	707.86	1.7	0.6	1.06	0.28		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
Chicken Salad Sub Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#2 Jersey Shore's Favorite Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#3 Ham and Provolone Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#14 The Veggie Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#5 The Super Sub Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#7 Turkey and Provolone Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#10 Tuna Fish Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#6  Roast Beef and Provolone Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#13 The Original Italian Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#8 Club Sub Hot Chopped Pepper Relish (Regular)	Regular	1.64	0	0	0	141.57	0.34	0.12	0.21	0.06		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#9 Club Supreme Hot Chopped Pepper Relish (Regular)	Regular	1.64	0	0	0	141.57	0.34	0.12	0.21	0.06		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#1 BLT Hot Chopped Pepper Relish (Regular)	Regular	1.64	0	0	0	141.57	0.34	0.12	0.21	0.06		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#4 The Number Four Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#11 Stickball Special Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#12 Cancro Special Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
Chipotle Turkey Sub Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
Pepperoni & Cheese Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
Salami and Cheese Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
California Club Sub Hot Chopped Pepper Relish (Regular)	Regular	2.06	0.01	0	0	176.97	0.42	0.15	0.27	0.07		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
Turkey Club Sub Hot Chopped Pepper Relish (Regular)	Regular	1.64	0	0	0	141.57	0.34	0.12	0.21	0.06		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
Mike's Hot Italian Hot Chopped Pepper Relish (Regular)	Regular	8.22	0.02	0	0	707.86	1.7	0.6	1.06	0.28		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#6 Halal Roast Beef and Provolone Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#7 Halal Turkey Breast and Provolone Hot Chopped Pepper Relish (Regular)	Regular	6.17	0.01	0	0	530.89	1.27	0.45	0.8	0.21		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
#9 Halal Club Supreme Hot Chopped Pepper Relish (Regular)	Regular	1.64	0	0	0	141.57	0.34	0.12	0.21	0.06		(Red peppers, green peppers, white distilled vinegar, salt, contains less than 0.5% of: xanthan gum, sodium benzoate (preservative), sodium metabisulfite (preservative)) OR (Peppers, water, vinegar, salt, contains less than 2% of the following: xanthan gum, calcium chloride, sodium benzoate (preservative), and sodium metabisulfite (preservative))
